_Id,_CreationDate,_PostId,_RelatedPostId,_LinkTypeId
96619,2014-10-13T05:20:20.327,6908,1660,1
96757,2014-10-14T13:40:42.733,6914,821,1
97082,2014-10-20T15:07:57.540,6955,6905,1
97659,2014-10-29T02:48:06.927,6990,5670,1
97672,2014-10-29T07:10:12.570,6990,5670,3
98126,2014-11-04T15:49:26.230,7028,3,1
98269,2014-11-05T18:19:07.313,7034,7031,1
98945,2014-11-12T13:03:37.830,7082,2479,1
98956,2014-11-12T14:16:37.013,5700,5657,1
98957,2014-11-12T14:16:37.013,5700,5626,1
98958,2014-11-12T14:16:37.013,5700,5630,1
98959,2014-11-12T14:21:11.853,7082,2479,3
99086,2014-11-13T23:12:42.360,7088,2314,1
99087,2014-11-13T23:12:42.360,7088,2317,1
99243,2014-11-16T17:14:05.680,7101,7100,1
99244,2014-11-16T17:14:51.347,7100,7101,1
99256,2014-11-16T17:17:02.743,7102,7100,1
99257,2014-11-16T17:18:06.517,7100,7102,1
99416,2014-11-18T17:33:33.547,7124,7100,1
99687,2014-11-21T09:28:34.170,7154,3897,1
100572,2014-12-01T15:35:38.727,7246,512,1
100710,2014-12-03T19:46:53.847,7221,5358,1
100737,2014-12-04T12:45:15.850,7124,7101,1
101756,2014-12-12T01:36:16.093,4609,7298,1
102974,2014-12-27T19:59:41.040,7396,1937,1
103365,2015-01-01T13:55:23.493,7442,7432,1
103380,2015-01-01T14:35:01.797,7443,1326,1
103557,2015-01-03T06:22:26.013,7444,6986,1
103759,2015-01-05T06:21:17.450,7480,7448,1
103761,2015-01-05T08:56:30.810,7443,1326,3
103764,2015-01-05T10:18:43.590,7442,7432,3
104830,2015-01-07T08:49:58.467,8497,5491,1
104842,2015-01-07T14:10:00.590,8497,5491,3
104855,2015-01-07T19:23:29.627,8500,415,1
104886,2015-01-08T07:43:57.357,7231,2611,1
105020,2015-01-10T14:29:08.333,8519,7392,1
105129,2015-01-13T18:31:22.730,8549,3255,1
105165,2015-01-15T15:07:42.887,7231,2611,3
105359,2015-01-22T14:40:42.477,8602,2635,1
105361,2015-01-22T15:38:46.137,8605,2635,1
105471,2015-01-29T08:05:29.237,8633,7441,1
105472,2015-01-29T15:51:35.993,8633,7441,3
105689,2015-02-07T07:14:28.400,8649,8687,1
105705,2015-02-07T15:40:03.240,8688,3,1
105757,2015-02-09T14:19:47.000,8688,3,3
107848,2015-02-10T22:41:52.897,8707,4361,1
108211,2015-02-15T20:01:56.017,8737,692,1
108245,2015-02-16T13:37:03.017,8737,692,3
108280,2015-02-16T22:08:39.040,8745,663,1
108342,2015-02-17T22:08:29.160,8748,6964,1
108671,2015-02-20T16:14:15.160,8767,2892,1
109081,2015-02-25T16:33:08.983,8787,7362,1
109264,2015-02-27T14:26:13.943,8792,2556,1
109266,2015-02-27T14:35:16.563,8792,2556,3
109551,2015-03-02T12:11:05.753,8809,524,1
109570,2015-03-02T16:21:53.733,8809,524,3
109642,2015-03-03T13:30:54.070,8679,4629,1
110257,2015-03-12T15:04:06.663,8876,3897,1
110258,2015-03-12T17:17:36.403,8876,3897,3
110275,2015-03-13T20:21:06.603,8882,324,1
110356,2015-03-16T10:01:17.980,8882,324,3
110510,2015-03-19T05:13:12.987,8927,4324,1
110511,2015-03-19T05:13:12.987,8927,663,1
110527,2015-03-19T21:09:14.170,8927,663,3
110582,2015-03-22T16:45:20.823,8954,2241,1
110630,2015-03-24T13:11:48.303,8954,2241,3
110631,2015-03-24T13:45:41.760,8963,8925,1
110670,2015-03-25T10:14:04.497,8970,7295,1
110748,2015-03-27T02:53:44.067,8963,8925,3
110896,2015-03-30T13:25:11.560,9009,4144,1
110945,2015-03-31T14:50:56.597,9022,9018,1
111080,2015-04-07T14:46:04.297,9001,2750,1
111141,2015-04-08T23:08:33.070,9074,1722,1
111162,2015-04-09T04:53:54.030,9044,4873,1
111164,2015-04-09T09:56:43.993,9074,1722,3
111774,2015-04-11T06:14:13.233,9097,1978,1
112334,2015-04-18T15:12:46.820,9144,4955,1
113502,2015-04-30T11:05:41.467,9212,8984,1
115137,2015-05-09T03:22:42.590,10251,1000,1
115223,2015-05-11T09:10:54.777,10266,10260,1
115290,2015-05-12T13:17:35.047,10278,2626,1
115330,2015-05-13T07:25:56.600,10278,2626,3
115393,2015-05-14T20:23:34.007,10274,2850,1
115457,2015-05-16T11:21:30.607,10311,540,1
115529,2015-05-17T21:16:22.967,10319,3503,1
115556,2015-05-18T11:16:42.210,10319,3503,3
115677,2015-05-21T14:49:52.823,10354,2651,1
115678,2015-05-21T15:38:08.050,10354,2651,3
115876,2015-05-26T19:58:51.637,10360,10328,1
115898,2015-05-27T05:16:20.247,10388,4183,1
115922,2015-05-29T13:08:10.580,10388,4183,3
116231,2015-06-09T14:04:32.607,4189,10456,1
117241,2015-06-15T12:21:01.810,3,821,1
117284,2015-06-15T14:55:28.867,2013,4270,1
117550,2015-06-19T06:06:47.900,10549,2875,1
118460,2015-06-29T09:42:31.957,10566,3709,1
118478,2015-06-29T14:54:21.167,10591,9121,1
118493,2015-06-29T17:30:38.427,10591,9121,3
118804,2015-07-03T19:56:27.260,1595,9121,1
118808,2015-07-03T20:12:48.747,9121,1595,1
118931,2015-07-06T07:54:21.063,10626,8798,1
118944,2015-07-06T13:33:30.520,9121,1595,3
119160,2015-07-09T13:17:15.743,10651,1148,1
119234,2015-07-11T13:51:11.847,10659,3251,1
119437,2015-07-17T07:45:00.457,10651,1148,3
119474,2015-07-17T19:11:17.330,10687,3030,1
119601,2015-07-23T07:58:54.790,10722,8772,1
119613,2015-07-23T13:23:21.577,10687,3030,3
119649,2015-07-24T13:32:29.507,10732,3546,1
119691,2015-07-25T08:29:19.190,10737,8846,1
119706,2015-07-26T13:03:39.090,10732,3546,3
119720,2015-07-27T06:50:42.187,10737,8846,3
119738,2015-07-28T07:50:52.190,10749,10742,1
124270,2015-08-12T17:21:55.617,11846,1561,1
124290,2015-08-12T17:55:22.033,11849,11836,3
124430,2015-08-13T15:46:19.500,11831,11836,1
124445,2015-08-13T15:54:37.617,11831,10609,1
125164,2015-08-17T17:39:46.450,11877,11876,1
125848,2015-08-21T06:31:51.200,11901,2358,1
125860,2015-08-21T07:38:24.413,11902,2574,1
125905,2015-08-21T13:19:10.850,11901,2358,3
125926,2015-08-21T14:22:45.340,11908,11902,1
125937,2015-08-21T14:23:04.013,11902,11908,1
126483,2015-08-24T13:27:07.283,11902,2574,3
127386,2015-08-28T07:11:44.993,11936,5752,1
127452,2015-08-28T11:47:30.627,11949,5626,1
128415,2015-09-02T14:02:07.573,11977,203,1
128416,2015-09-02T14:02:07.573,11977,179,1
128417,2015-09-02T14:02:07.573,11977,324,1
128418,2015-09-02T14:02:07.573,11977,3,1
128559,2015-09-04T15:34:13.143,11990,252,1
128565,2015-09-04T20:39:58.243,11990,252,3
128695,2015-09-06T20:08:37.113,1595,5552,1
128757,2015-09-08T13:58:37.457,11997,4661,1
128820,2015-09-09T07:54:31.827,12014,9100,1
128824,2015-09-09T08:40:04.933,12014,9100,3
128836,2015-09-09T13:39:55.937,12010,1335,3
128843,2015-09-09T13:47:48.523,11997,3120,1
129022,2015-09-14T05:08:44.163,12038,12011,1
129194,2015-09-17T21:35:39.337,536,996,1
129471,2015-09-23T06:46:50.837,12082,10254,1
129677,2015-09-28T14:46:53.840,5143,12067,1
129791,2015-09-30T10:31:38.017,12129,1831,1
129792,2015-09-30T10:52:41.060,12137,4433,1
129955,2015-10-05T07:26:09.993,12161,3,1
132895,2015-10-09T07:18:01.500,12183,3788,1
133123,2015-10-10T08:29:24.623,12197,3696,1
133243,2015-10-11T06:55:30.747,12200,3546,1
133377,2015-10-12T04:48:42.690,12183,3788,3
134074,2015-10-16T09:57:32.917,12197,3696,3
134716,2015-10-19T12:53:31.527,12243,3898,1
134727,2015-10-19T12:54:22.883,3898,12243,1
134920,2015-10-20T10:58:36.973,12253,5797,1
135373,2015-10-22T16:49:46.910,12280,3255,1
135673,2015-10-24T02:56:48.840,12300,2147,1
135954,2015-10-24T21:06:55.877,12311,2682,1
136324,2015-10-26T13:12:48.350,12274,7195,1
136355,2015-10-26T15:45:16.363,12311,2682,3
137517,2015-11-02T17:21:42.953,12363,10291,1
137664,2015-11-04T15:31:43.193,12388,7408,1
137745,2015-11-07T01:03:47.273,12404,4786,1
137746,2015-11-07T01:13:05.947,12400,1536,1
138140,2015-11-17T07:34:10.127,12454,3515,1
138153,2015-11-17T13:52:53.900,12458,4996,1
138258,2015-11-17T23:12:17.507,12458,4996,3
138644,2015-11-27T07:04:38.927,12519,7151,1
138651,2015-11-27T11:50:42.893,12519,7151,3
139420,2015-12-07T13:36:22.300,12570,984,1
139928,2015-12-14T13:43:36.213,12615,10697,1
139960,2015-12-14T22:13:37.083,12615,10408,1
139961,2015-12-14T22:13:37.083,12615,5800,1
140060,2015-12-15T18:26:41.460,12622,8660,1
140185,2015-12-16T21:19:45.757,12622,8660,3
140270,2015-12-17T14:22:16.230,12640,2611,1
140288,2015-12-17T16:53:51.283,12640,2611,3
140426,2015-12-19T20:02:28.953,12652,8777,1
141059,2015-12-28T02:12:46.993,12688,131,1
141121,2015-12-28T13:21:06.570,12692,1702,1
141655,2016-01-04T20:23:42.280,12743,12745,1
142177,2016-01-14T17:39:03.120,12807,907,1
142238,2016-01-17T07:11:30.777,12853,2611,1
142381,2016-01-19T13:43:35.487,12853,2611,3
142755,2016-01-25T14:01:57.440,12925,12667,1
142961,2016-01-28T02:48:15.223,12970,4742,3
143026,2016-01-29T12:35:51.060,12976,2121,1
143108,2016-02-01T13:30:14.123,12988,12989,3
144226,2016-02-05T06:57:22.453,13007,13016,1
144237,2016-02-05T09:13:47.500,13007,4626,1
144703,2016-02-10T12:52:10.923,13052,13054,1
144809,2016-02-11T13:56:17.340,13065,13060,3
144821,2016-02-11T17:14:31.173,667,1283,1
145217,2016-02-15T11:54:52.827,13093,5683,1
145329,2016-02-16T09:30:47.977,13101,8846,1
145802,2016-02-20T01:13:30.453,13129,1862,1
145871,2016-02-20T13:35:01.143,13129,1862,3
146099,2016-02-22T05:35:56.417,13144,13141,1
146119,2016-02-22T10:45:07.540,13145,13120,1
146130,2016-02-22T10:52:22.463,13146,13120,1
146131,2016-02-22T10:52:22.463,13146,13145,1
146142,2016-02-22T10:57:56.693,13147,13120,1
146143,2016-02-22T10:57:56.693,13147,13145,1
146144,2016-02-22T10:57:56.693,13147,13146,1
146155,2016-02-22T11:03:08.843,13120,13145,1
146156,2016-02-22T11:03:08.843,13120,13146,1
146157,2016-02-22T11:03:08.843,13120,13147,1
146164,2016-02-22T11:04:41.757,13145,13146,1
146165,2016-02-22T11:04:41.757,13145,13147,1
146168,2016-02-22T11:06:55.813,13146,13147,1
146175,2016-02-22T13:28:38.960,13144,13141,3
146188,2016-02-22T13:41:54.657,13149,7478,1
146370,2016-02-23T20:05:11.170,13157,97,3
146953,2016-02-29T05:11:05.907,13195,2948,1
146954,2016-02-29T05:11:05.907,13195,2307,1
146989,2016-02-29T14:48:43.020,13208,3354,1
147022,2016-02-29T20:31:16.400,13208,3354,3
147065,2016-03-01T16:45:56.413,13217,3943,1
147097,2016-03-02T07:13:01.037,13220,12100,1
147112,2016-03-02T13:35:29.637,13220,12100,3
147405,2016-03-05T03:59:25.497,13202,10719,1
