_Id,_UserId,_Name,_Date,_Class,_TagBased
41,38,Autobiographer,2012-02-08T20:29:59.093,3,False
42,39,Autobiographer,2012-02-08T20:29:59.093,3,False
43,40,Autobiographer,2012-02-08T20:29:59.093,3,False
44,16,Supporter,2012-02-08T20:29:59.903,3,False
45,17,Supporter,2012-02-08T20:29:59.903,3,False
46,18,Supporter,2012-02-08T20:29:59.903,3,False
47,24,Supporter,2012-02-08T20:29:59.903,3,False
48,40,Supporter,2012-02-08T20:29:59.903,3,False
49,6,Teacher,2012-02-08T20:30:00.123,3,False
50,34,Teacher,2012-02-08T20:30:00.123,3,False
51,24,Analytical,2012-02-08T20:34:58.973,3,False
52,41,Autobiographer,2012-02-08T20:34:58.987,3,False
53,10,Editor,2012-02-08T20:34:59.083,3,False
54,12,Editor,2012-02-08T20:34:59.083,3,False
55,23,Editor,2012-02-08T20:34:59.083,3,False
56,16,Scholar,2012-02-08T20:34:59.283,3,False
57,26,Student,2012-02-08T20:34:59.347,3,False
58,35,Student,2012-02-08T20:34:59.347,3,False
59,12,Supporter,2012-02-08T20:34:59.393,3,False
60,35,Teacher,2012-02-08T20:34:59.457,3,False
61,36,Teacher,2012-02-08T20:34:59.457,3,False
62,43,Autobiographer,2012-02-08T20:39:58.967,3,False
63,44,Autobiographer,2012-02-08T20:39:58.967,3,False
64,34,Editor,2012-02-08T20:39:59.077,3,False
65,34,Student,2012-02-08T20:39:59.450,3,False
66,10,Supporter,2012-02-08T20:39:59.467,3,False
67,26,Supporter,2012-02-08T20:39:59.467,3,False
68,39,Supporter,2012-02-08T20:39:59.467,3,False
69,18,Teacher,2012-02-08T20:39:59.527,3,False
70,45,Autobiographer,2012-02-08T20:44:58.987,3,False
71,47,Autobiographer,2012-02-08T20:44:58.987,3,False
72,49,Autobiographer,2012-02-08T20:44:58.987,3,False
73,19,Editor,2012-02-08T20:44:59.090,3,False
74,2,Organizer,2012-02-08T20:44:59.190,3,False
75,41,Student,2012-02-08T20:44:59.353,3,False
76,9,Supporter,2012-02-08T20:44:59.380,3,False
77,14,Supporter,2012-02-08T20:44:59.380,3,False
78,19,Supporter,2012-02-08T20:44:59.380,3,False
79,46,Supporter,2012-02-08T20:44:59.380,3,False
80,47,Supporter,2012-02-08T20:44:59.380,3,False
81,16,Precognitive,2012-02-08T20:49:56.360,3,False
82,12,Precognitive,2012-02-08T20:49:56.377,3,False
83,38,Precognitive,2012-02-08T20:49:56.377,3,False
84,28,Precognitive,2012-02-08T20:49:56.377,3,False
85,6,Precognitive,2012-02-08T20:49:56.377,3,False
86,27,Precognitive,2012-02-08T20:49:56.377,3,False
87,14,Precognitive,2012-02-08T20:49:56.377,3,False
88,9,Precognitive,2012-02-08T20:49:56.377,3,False
89,30,Precognitive,2012-02-08T20:49:56.377,3,False
90,10,Precognitive,2012-02-08T20:49:56.377,3,False
91,7,Precognitive,2012-02-08T20:49:56.377,3,False
92,23,Precognitive,2012-02-08T20:49:56.377,3,False
93,23,Scholar,2012-02-08T20:50:09.573,3,False
94,9,Student,2012-02-08T20:50:09.637,3,False
95,7,Supporter,2012-02-08T20:50:09.650,3,False
96,38,Supporter,2012-02-08T20:50:09.650,3,False
97,41,Supporter,2012-02-08T20:50:09.650,3,False
98,41,Teacher,2012-02-08T20:50:09.713,3,False
99,50,Autobiographer,2012-02-08T20:55:09.240,3,False
100,35,Scholar,2012-02-08T20:55:09.503,3,False
101,14,Student,2012-02-08T20:55:09.537,3,False
102,35,Supporter,2012-02-08T20:55:09.550,3,False
103,8,Teacher,2012-02-08T20:55:09.583,3,False
104,12,Organizer,2012-02-08T21:00:09.420,3,False
105,50,Supporter,2012-02-08T21:00:09.513,3,False
106,51,Supporter,2012-02-08T21:00:09.513,3,False
107,36,Nice Answer,2012-02-08T21:05:10.193,3,False
108,52,Autobiographer,2012-02-08T21:05:10.303,3,False
109,53,Autobiographer,2012-02-08T21:05:10.303,3,False
110,37,Editor,2012-02-08T21:05:10.427,3,False
111,52,Supporter,2012-02-08T21:05:10.770,3,False
112,53,Supporter,2012-02-08T21:05:10.770,3,False
113,55,Autobiographer,2012-02-08T21:15:11.320,3,False
114,49,Supporter,2012-02-08T21:15:11.790,3,False
115,50,Teacher,2012-02-08T21:15:11.850,3,False
116,49,Student,2012-02-08T21:20:28.427,3,False
117,53,Student,2012-02-08T21:20:28.427,3,False
118,31,Supporter,2012-02-08T21:20:28.460,3,False
119,37,Teacher,2012-02-08T21:20:28.520,3,False
120,50,Editor,2012-02-08T21:30:28.197,3,False
121,50,Student,2012-02-08T21:35:28.603,3,False
122,58,Supporter,2012-02-08T21:35:28.620,3,False
123,6,Quorum,2012-02-08T21:49:57.247,3,False
124,18,Quorum,2012-02-08T21:49:57.247,3,False
125,10,Quorum,2012-02-08T21:49:57.247,3,False
126,34,Quorum,2012-02-08T21:49:57.247,3,False
127,23,Quorum,2012-02-08T21:49:57.247,3,False
128,2,Quorum,2012-02-08T21:49:57.247,3,False
129,53,Precognitive,2012-02-08T21:49:57.370,3,False
130,55,Precognitive,2012-02-08T21:49:57.370,3,False
131,51,Precognitive,2012-02-08T21:49:57.370,3,False
132,54,Precognitive,2012-02-08T21:49:57.370,3,False
133,59,Precognitive,2012-02-08T21:49:57.370,3,False
134,59,Autobiographer,2012-02-08T21:50:37.387,3,False
135,36,Enlightened,2012-02-08T22:05:37.577,2,False
136,16,Teacher,2012-02-08T22:10:39.833,3,False
137,62,Autobiographer,2012-02-08T22:15:39.607,3,False
138,61,Supporter,2012-02-08T22:15:40.293,3,False
139,62,Supporter,2012-02-08T22:20:43.443,3,False
140,64,Autobiographer,2012-02-08T22:30:42.870,3,False
141,65,Autobiographer,2012-02-08T22:30:42.870,3,False
142,34,Critic,2012-02-08T22:30:42.977,3,False
143,65,Supporter,2012-02-08T22:30:43.353,3,False
144,16,Analytical,2012-02-08T22:35:42.877,3,False
145,66,Autobiographer,2012-02-08T22:35:42.910,3,False
146,67,Autobiographer,2012-02-08T22:35:42.910,3,False
147,16,Critic,2012-02-08T22:35:43.050,3,False
148,62,Teacher,2012-02-08T22:35:43.753,3,False
149,69,Autobiographer,2012-02-08T22:40:42.967,3,False
150,14,Scholar,2012-02-08T22:40:43.637,3,False
151,61,Student,2012-02-08T22:40:43.667,3,False
152,66,Supporter,2012-02-08T22:40:43.683,3,False
153,67,Supporter,2012-02-08T22:40:43.683,3,False
154,69,Supporter,2012-02-08T22:40:43.683,3,False
155,65,Editor,2012-02-08T22:50:47.383,3,False
156,65,Student,2012-02-08T22:50:47.710,3,False
157,71,Autobiographer,2012-02-08T22:55:47.237,3,False
159,73,Autobiographer,2012-02-08T23:00:47.277,3,False
160,70,Student,2012-02-08T23:05:47.973,3,False
161,70,Supporter,2012-02-08T23:05:47.990,3,False
162,36,Mortarboard,2012-02-08T23:10:51.960,3,False
163,23,Suffrage,2012-02-08T23:10:52.320,3,False
164,18,Student,2012-02-08T23:30:54.163,3,False
165,74,Supporter,2012-02-08T23:30:54.227,3,False
166,62,Precognitive,2012-02-08T23:49:57.097,3,False
167,70,Precognitive,2012-02-08T23:49:57.097,3,False
168,63,Precognitive,2012-02-08T23:49:57.097,3,False
169,67,Precognitive,2012-02-08T23:49:57.097,3,False
170,69,Precognitive,2012-02-08T23:49:57.097,3,False
171,64,Precognitive,2012-02-08T23:49:57.097,3,False
172,75,Autobiographer,2012-02-09T00:10:57.087,3,False
173,38,Teacher,2012-02-09T00:46:03.453,3,False
174,71,Supporter,2012-02-09T00:56:08.853,3,False
175,79,Autobiographer,2012-02-09T01:01:08.257,3,False
176,14,Editor,2012-02-09T01:11:12.563,3,False
177,51,Teacher,2012-02-09T01:41:14.203,3,False
178,61,Critic,2012-02-09T01:46:13.480,3,False
179,14,Quorum,2012-02-09T01:49:56.970,3,False
180,79,Precognitive,2012-02-09T01:49:57.093,3,False
181,75,Precognitive,2012-02-09T01:49:57.093,3,False
182,34,Commentator,2012-02-09T01:56:20.267,3,False
183,23,Nice Answer,2012-02-09T02:06:19.913,3,False
184,14,Autobiographer,2012-02-09T02:06:20.100,3,False
185,81,Supporter,2012-02-09T02:06:20.863,3,False
186,14,Analytical,2012-02-09T02:11:29.050,3,False
187,81,Critic,2012-02-09T02:11:29.253,3,False
188,71,Teacher,2012-02-09T02:11:30.050,3,False
189,82,Autobiographer,2012-02-09T02:16:29.163,3,False
190,28,Teacher,2012-02-09T02:16:29.943,3,False
191,61,Teacher,2012-02-09T02:16:29.943,3,False
192,75,Supporter,2012-02-09T02:36:30.697,3,False
193,75,Critic,2012-02-09T02:46:30.373,3,False
194,14,Teacher,2012-02-09T02:46:31.043,3,False
195,34,Nice Answer,2012-02-09T02:56:32.000,3,False
196,75,Editor,2012-02-09T02:56:32.607,3,False
197,6,Scholar,2012-02-09T02:56:32.997,3,False
198,75,Student,2012-02-09T02:56:33.060,3,False
199,6,Commentator,2012-02-09T03:11:41.280,3,False
200,70,Teacher,2012-02-09T03:16:42.020,3,False
201,16,Commentator,2012-02-09T03:26:42.460,3,False
202,83,Autobiographer,2012-02-09T03:41:42.177,3,False
203,83,Supporter,2012-02-09T03:46:42.857,3,False
204,16,Quorum,2012-02-09T03:49:57.003,3,False
205,12,Quorum,2012-02-09T03:49:57.003,3,False
206,81,Precognitive,2012-02-09T03:49:57.190,3,False
207,82,Precognitive,2012-02-09T03:49:57.190,3,False
208,85,Autobiographer,2012-02-09T04:31:51.053,3,False
209,26,Critic,2012-02-09T04:51:56.490,3,False
210,83,Teacher,2012-02-09T04:51:57.190,3,False
211,84,Precognitive,2012-02-09T05:49:56.883,3,False
212,87,Autobiographer,2012-02-09T06:32:19.263,3,False
213,88,Autobiographer,2012-02-09T06:37:19.920,3,False
214,2,Critic,2012-02-09T06:42:19.750,3,False
215,75,Organizer,2012-02-09T06:42:20.140,3,False
217,92,Autobiographer,2012-02-09T07:37:31.597,3,False
218,88,Precognitive,2012-02-09T07:49:57.573,3,False
219,87,Precognitive,2012-02-09T07:49:57.573,3,False
220,93,Autobiographer,2012-02-09T07:57:36.423,3,False
221,94,Supporter,2012-02-09T08:02:37.307,3,False
222,57,Supporter,2012-02-09T08:07:37.270,3,False
223,95,Autobiographer,2012-02-09T08:22:45.590,3,False
224,96,Autobiographer,2012-02-09T08:22:45.590,3,False
225,86,Student,2012-02-09T08:27:46.890,3,False
226,98,Autobiographer,2012-02-09T08:37:46.660,3,False
227,99,Autobiographer,2012-02-09T08:37:46.660,3,False
228,97,Supporter,2012-02-09T08:47:47.693,3,False
229,97,Autobiographer,2012-02-09T09:17:53.223,3,False
230,101,Autobiographer,2012-02-09T09:23:00.050,3,False
231,101,Editor,2012-02-09T09:38:00.657,3,False
232,35,Nice Question,2012-02-09T09:42:59.963,3,False
233,96,Supporter,2012-02-09T09:43:00.870,3,False
234,98,Student,2012-02-09T09:48:01.080,3,False
235,75,Quorum,2012-02-09T09:49:56.960,3,False
236,96,Precognitive,2012-02-09T09:49:57.083,3,False
237,94,Precognitive,2012-02-09T09:49:57.083,3,False
238,95,Precognitive,2012-02-09T09:49:57.083,3,False
239,98,Precognitive,2012-02-09T09:49:57.083,3,False
240,99,Editor,2012-02-09T09:53:10.327,3,False
241,96,Student,2012-02-09T09:53:11.013,3,False
242,97,Student,2012-02-09T09:53:11.013,3,False
243,101,Teacher,2012-02-09T09:53:11.200,3,False
244,95,Supporter,2012-02-09T10:03:11.077,3,False
245,90,Student,2012-02-09T10:13:11.610,3,False
246,90,Supporter,2012-02-09T10:18:11.820,3,False
247,95,Student,2012-02-09T10:23:21.100,3,False
248,90,Teacher,2012-02-09T10:23:21.287,3,False
249,97,Teacher,2012-02-09T10:28:21.733,3,False
250,96,Teacher,2012-02-09T10:48:22.063,3,False
251,99,Teacher,2012-02-09T11:13:32.727,3,False
252,103,Autobiographer,2012-02-09T11:38:40.653,3,False
253,98,Supporter,2012-02-09T11:38:41.650,3,False
254,65,Scholar,2012-02-09T11:43:41.003,3,False
255,75,Scholar,2012-02-09T13:55:01.853,3,False
257,28,Scholar,2012-02-09T14:25:10.710,3,False
258,103,Supporter,2012-02-09T14:30:11.030,3,False
259,101,Supporter,2012-02-09T14:35:11.540,3,False
260,103,Teacher,2012-02-09T14:50:11.240,3,False
261,105,Autobiographer,2012-02-09T15:05:19.787,3,False
262,106,Autobiographer,2012-02-09T15:20:18.347,3,False
263,107,Autobiographer,2012-02-09T15:25:28.637,3,False
264,105,Supporter,2012-02-09T15:35:30.717,3,False
265,108,Autobiographer,2012-02-09T15:40:28.837,3,False
266,59,Supporter,2012-02-09T15:40:29.710,3,False
267,37,Nice Answer,2012-02-09T15:45:28.543,3,False
268,57,Teacher,2012-02-09T15:50:30.070,3,False
269,76,Student,2012-02-09T15:55:39.190,3,False
270,18,Nice Answer,2012-02-09T16:00:41.410,3,False
271,14,Nice Question,2012-02-09T16:00:41.537,3,False
272,61,Scholar,2012-02-09T16:00:42.457,3,False
273,105,Student,2012-02-09T16:05:42.103,3,False
274,59,Student,2012-02-09T16:15:42.063,3,False
275,75,Teacher,2012-02-09T16:35:52.177,3,False
276,59,Editor,2012-02-09T16:50:51.520,3,False
277,97,Critic,2012-02-09T17:16:05.310,3,False
278,6,Suffrage,2012-02-09T17:16:06.013,3,False
279,12,Teacher,2012-02-09T17:16:06.200,3,False
280,61,Suffrage,2012-02-09T17:26:15.407,3,False
281,59,Quorum,2012-02-09T17:49:57.360,3,False
282,110,Precognitive,2012-02-09T17:49:57.517,3,False
283,110,Supporter,2012-02-09T17:56:21.547,3,False
284,16,Editor,2012-02-09T18:01:21.277,3,False
285,2,Editor,2012-02-09T18:06:21.253,3,False
286,70,Editor,2012-02-09T18:06:21.253,3,False
287,61,Vox Populi,2012-02-09T18:11:21.670,3,False
288,95,Scholar,2012-02-09T18:16:22.427,3,False
289,2,Supporter,2012-02-09T18:31:33.767,3,False
290,110,Student,2012-02-09T18:36:33.883,3,False
291,18,Enlightened,2012-02-09T18:46:33.637,2,False
292,64,Supporter,2012-02-09T18:56:45.593,3,False
293,14,Mortarboard,2012-02-09T19:06:45.290,3,False
294,2,Synonymizer,2012-02-09T19:31:57.290,3,False
295,6,Vox Populi,2012-02-09T20:07:06.057,3,False
296,15,Synonymizer,2012-02-09T20:12:20.697,3,False
297,2,Teacher,2012-02-09T20:42:22.513,3,False
298,12,Critic,2012-02-09T20:47:21.930,3,False
299,111,Supporter,2012-02-09T20:52:22.297,3,False
300,61,Organizer,2012-02-09T21:02:27.090,3,False
301,111,Student,2012-02-09T21:02:27.307,3,False
302,21,Supporter,2012-02-09T21:02:27.323,3,False
303,10,Scholar,2012-02-09T21:37:43.717,3,False
304,21,Student,2012-02-09T21:37:43.903,3,False
305,92,Student,2012-02-09T21:37:43.903,3,False
306,23,Enlightened,2012-02-09T21:42:39.797,2,False
307,87,Student,2012-02-09T21:42:40.217,3,False
308,16,Suffrage,2012-02-09T21:42:40.233,3,False
309,15,Quorum,2012-02-09T21:49:57.057,3,False
310,61,Analytical,2012-02-09T22:02:46.490,3,False
311,105,Analytical,2012-02-09T22:22:50.253,3,False
312,111,Scholar,2012-02-09T22:22:50.813,3,False
313,6,Nice Question,2012-02-09T22:27:57.267,3,False
314,29,Supporter,2012-02-09T22:27:58.217,3,False
315,6,Mortarboard,2012-02-09T23:08:01.460,3,False
316,18,Editor,2012-02-09T23:43:10.807,3,False
317,61,Mortarboard,2012-02-09T23:43:11.103,3,False
318,74,Student,2012-02-10T00:08:14.017,3,False
319,114,Teacher,2012-02-10T05:29:51.497,3,False
320,87,Scholar,2012-02-10T06:45:06.477,3,False
321,86,Supporter,2012-02-10T06:45:06.523,3,False
322,21,Editor,2012-02-10T08:05:34.457,3,False
323,21,Scholar,2012-02-10T08:05:34.770,3,False
324,96,Critic,2012-02-10T08:20:34.343,3,False
325,98,Teacher,2012-02-10T08:20:34.593,3,False
326,98,Editor,2012-02-10T08:40:48.143,3,False
327,27,Supporter,2012-02-10T09:31:06.003,3,False
328,90,Scholar,2012-02-10T09:41:06.117,3,False
329,115,Autobiographer,2012-02-10T10:36:21.563,3,False
330,115,Supporter,2012-02-10T10:36:22.000,3,False
331,79,Teacher,2012-02-10T10:36:22.060,3,False
332,10,Nice Question,2012-02-10T10:46:21.563,3,False
333,59,Scholar,2012-02-10T10:46:22.173,3,False
334,38,Editor,2012-02-10T10:51:21.870,3,False
335,98,Scholar,2012-02-10T11:16:30.653,3,False
336,59,Teacher,2012-02-10T11:16:30.810,3,False
337,38,Critic,2012-02-10T11:36:36.103,3,False
338,117,Autobiographer,2012-02-10T11:41:35.910,3,False
339,117,Supporter,2012-02-10T11:41:36.583,3,False
340,115,Precognitive,2012-02-10T11:49:57.820,3,False
341,117,Precognitive,2012-02-10T11:49:57.820,3,False
342,38,Analytical,2012-02-10T12:32:11.870,3,False
343,115,Teacher,2012-02-10T13:12:29.763,3,False
344,97,Nice Question,2012-02-10T13:37:29.057,3,False
345,87,Supporter,2012-02-10T13:37:29.963,3,False
346,38,Commentator,2012-02-10T13:42:29.267,3,False
347,36,Student,2012-02-10T13:42:29.923,3,False
348,105,Teacher,2012-02-10T13:42:30.033,3,False
349,110,Teacher,2012-02-10T13:42:30.033,3,False
350,36,Quorum,2012-02-10T13:49:56.950,3,False
351,23,Vox Populi,2012-02-10T13:52:29.990,3,False
352,105,Scholar,2012-02-10T14:42:42.757,3,False
353,49,Scholar,2012-02-10T18:13:41.757,3,False
354,119,Autobiographer,2012-02-10T18:38:53.663,3,False
355,119,Supporter,2012-02-10T18:38:54.460,3,False
356,119,Student,2012-02-10T18:48:54.740,3,False
357,24,Citizen Patrol,2012-02-10T18:58:54.510,3,False
358,38,Suffrage,2012-02-10T19:19:05.883,3,False
359,38,Vox Populi,2012-02-10T19:24:06.293,3,False
360,24,Student,2012-02-10T19:54:12.753,3,False
361,14,Commentator,2012-02-10T20:04:22.583,3,False
362,120,Supporter,2012-02-10T20:04:23.393,3,False
363,120,Teacher,2012-02-10T20:19:24.063,3,False
364,27,Student,2012-02-10T20:29:24.003,3,False
365,120,Editor,2012-02-10T20:34:32.123,3,False
366,119,Scholar,2012-02-10T20:44:32.080,3,False
367,27,Teacher,2012-02-10T20:59:32.310,3,False
368,16,Mortarboard,2012-02-10T21:49:51.873,3,False
369,70,Quorum,2012-02-10T21:49:59.937,3,False
370,61,Editor,2012-02-10T22:05:04.367,3,False
371,38,Student,2012-02-10T22:05:05.067,3,False
372,21,Quorum,2012-02-10T23:50:00.010,3,False
373,46,Teacher,2012-02-11T01:10:51.920,3,False
374,26,Editor,2012-02-11T02:36:14.637,3,False
375,24,Critic,2012-02-11T03:11:34.517,3,False
376,24,Teacher,2012-02-11T04:26:53.497,3,False
377,75,Commentator,2012-02-11T06:52:34.040,3,False
378,38,Quorum,2012-02-11T08:50:03.987,3,False
379,121,Precognitive,2012-02-11T10:50:04.133,3,False
380,76,Supporter,2012-02-11T12:24:10.487,3,False
381,103,Analytical,2012-02-11T12:44:38.153,3,False
382,122,Autobiographer,2012-02-11T12:59:38.257,3,False
383,110,Scholar,2012-02-11T15:20:22.963,3,False
384,46,Student,2012-02-11T17:56:22.083,3,False
385,18,Organizer,2012-02-11T19:21:54.627,3,False
386,26,Scholar,2012-02-11T21:52:50.600,3,False
387,91,Student,2012-02-11T21:52:50.663,3,False
388,124,Autobiographer,2012-02-12T03:19:57.830,3,False
389,125,Supporter,2012-02-12T03:34:57.733,3,False
390,124,Precognitive,2012-02-12T04:50:06.113,3,False
391,126,Precognitive,2012-02-12T04:50:06.127,3,False
392,127,Supporter,2012-02-12T05:25:21.560,3,False
393,127,Precognitive,2012-02-12T05:50:07.427,3,False
394,36,Nice Answer,2012-02-12T05:55:21.723,3,False
395,26,Teacher,2012-02-12T06:00:22.233,3,False
396,70,Self-Learner,2012-02-12T06:05:22.070,3,False
397,127,Editor,2012-02-12T07:10:33.020,3,False
398,91,Scholar,2012-02-12T08:25:59.987,3,False
399,91,Supporter,2012-02-12T08:26:00.033,3,False
400,127,Teacher,2012-02-12T08:26:00.080,3,False
401,130,Autobiographer,2012-02-12T09:31:12.230,3,False
402,130,Precognitive,2012-02-12T09:50:11.163,3,False
403,131,Autobiographer,2012-02-12T10:56:24.293,3,False
404,76,Editor,2012-02-12T12:16:49.233,3,False
405,59,Nice Question,2012-02-12T13:27:23.980,3,False
406,107,Citizen Patrol,2012-02-12T14:07:31.060,3,False
407,126,Supporter,2012-02-12T15:32:57.163,3,False
408,132,Supporter,2012-02-12T18:54:03.040,3,False
409,132,Precognitive,2012-02-12T19:50:11.160,3,False
410,126,Student,2012-02-12T21:34:52.683,3,False
411,34,Investor,2012-02-12T22:00:03.730,3,False
412,23,Commentator,2012-02-12T23:45:26.500,3,False
413,132,Editor,2012-02-12T23:45:26.627,3,False
414,134,Autobiographer,2012-02-13T00:20:49.953,3,False
415,134,Supporter,2012-02-13T00:25:50.477,3,False
416,36,Nice Answer,2012-02-13T00:50:55.527,3,False
417,135,Precognitive,2012-02-13T03:50:39.237,3,False
418,136,Autobiographer,2012-02-13T07:07:45.807,3,False
419,136,Supporter,2012-02-13T07:07:46.117,3,False
420,24,Nice Answer,2012-02-13T08:03:04.123,3,False
421,95,Nice Question,2012-02-13T08:03:04.183,3,False
422,97,Scholar,2012-02-13T08:08:05.443,3,False
423,94,Quorum,2012-02-13T08:50:38.787,3,False
424,24,Enlightened,2012-02-13T09:23:26.250,2,False
425,99,Supporter,2012-02-13T13:15:01.233,3,False
426,107,Quorum,2012-02-13T14:50:39.010,3,False
427,91,Nice Question,2012-02-13T15:05:32.797,3,False
428,139,Autobiographer,2012-02-13T15:05:32.937,3,False
429,46,Scholar,2012-02-13T15:25:42.490,3,False
430,7,Student,2012-02-13T17:31:19.920,3,False
431,59,Self-Learner,2012-02-13T18:56:47.237,3,False
432,132,Student,2012-02-13T19:51:58.420,3,False
433,7,Scholar,2012-02-13T19:57:07.050,3,False
434,132,Scholar,2012-02-13T22:07:48.960,3,False
435,12,Commentator,2012-02-13T23:13:00.440,3,False
436,23,Critic,2012-02-13T23:48:10.177,3,False
437,132,Organizer,2012-02-14T01:33:34.063,3,False
438,37,Supporter,2012-02-14T04:39:24.240,3,False
439,94,Organizer,2012-02-14T08:50:22.853,3,False
440,140,Supporter,2012-02-14T11:06:01.670,3,False
441,141,Autobiographer,2012-02-14T12:21:15.523,3,False
442,117,Student,2012-02-14T14:12:15.500,3,False
443,92,Teacher,2012-02-14T15:37:38.213,3,False
444,7,Editor,2012-02-14T16:32:54.493,3,False
445,6,Convention,2012-02-14T16:50:44.970,2,False
446,96,Organizer,2012-02-14T16:52:54.890,3,False
447,38,Scholar,2012-02-14T19:43:57.163,3,False
448,61,Commentator,2012-02-14T21:04:30.670,3,False
449,9,Teacher,2012-02-14T23:25:06.410,3,False
450,25,Quorum,2012-02-15T07:50:46.200,3,False
451,92,Supporter,2012-02-15T10:28:30.167,3,False
452,94,Teacher,2012-02-15T11:18:38.733,3,False
453,53,Scholar,2012-02-15T19:00:41.213,3,False
454,24,Scholar,2012-02-15T20:11:05.353,3,False
455,142,Autobiographer,2012-02-15T20:26:12.073,3,False
456,143,Autobiographer,2012-02-15T20:26:12.073,3,False
457,145,Autobiographer,2012-02-15T20:26:12.073,3,False
458,87,Editor,2012-02-15T20:31:12.240,3,False
459,146,Supporter,2012-02-15T20:36:12.670,3,False
460,148,Supporter,2012-02-15T20:41:17.547,3,False
461,150,Autobiographer,2012-02-15T20:46:17.133,3,False
462,150,Supporter,2012-02-15T20:46:17.760,3,False
463,148,Teacher,2012-02-15T20:56:17.763,3,False
464,151,Autobiographer,2012-02-15T21:01:17.083,3,False
465,149,Student,2012-02-15T21:11:24.873,3,False
466,154,Autobiographer,2012-02-15T21:16:24.367,3,False
467,16,Organizer,2012-02-15T21:26:25.337,3,False
468,150,Precognitive,2012-02-15T21:50:46.803,3,False
469,147,Precognitive,2012-02-15T21:50:46.803,3,False
470,142,Precognitive,2012-02-15T21:50:46.803,3,False
471,143,Precognitive,2012-02-15T21:50:46.803,3,False
472,153,Precognitive,2012-02-15T21:50:46.820,3,False
473,148,Precognitive,2012-02-15T21:50:46.820,3,False
474,149,Precognitive,2012-02-15T21:50:46.820,3,False
475,144,Precognitive,2012-02-15T21:50:46.820,3,False
476,159,Autobiographer,2012-02-15T21:51:33.310,3,False
477,152,Analytical,2012-02-15T22:06:33.523,3,False
478,96,Scholar,2012-02-15T22:26:42.453,3,False
479,56,Supporter,2012-02-15T22:31:42.730,3,False
480,162,Autobiographer,2012-02-15T23:01:48.190,3,False
481,161,Autobiographer,2012-02-15T23:11:55.340,3,False
482,66,Teacher,2012-02-15T23:21:56.310,3,False
483,144,Supporter,2012-02-15T23:26:56.240,3,False
484,152,Teacher,2012-02-15T23:31:56.500,3,False
485,56,Student,2012-02-15T23:36:55.883,3,False
486,119,Nice Question,2012-02-15T23:41:59.793,3,False
487,164,Supporter,2012-02-15T23:42:00.793,3,False
488,36,Commentator,2012-02-16T00:47:11.153,3,False
489,163,Precognitive,2012-02-16T00:50:47.213,3,False
490,162,Precognitive,2012-02-16T00:50:47.213,3,False
491,164,Precognitive,2012-02-16T00:50:47.213,3,False
492,116,Teacher,2012-02-16T00:57:11.863,3,False
493,144,Teacher,2012-02-16T01:02:11.980,3,False
494,165,Autobiographer,2012-02-16T02:17:41.297,3,False
495,16,Convention,2012-02-16T02:50:47.503,2,False
496,157,Quorum,2012-02-16T02:50:47.550,3,False
